text,label
"I booked a flight with you &amp; didn't get a confirmation. Can someone help??",request
"45 minutes and counting, . \n\n#badcustomerservice #unitedsucks",complaint
". Your #customerService is outstanding! Glad to have flown with y'all! #travel #RapidRewards",compliment
"traveling with my 7 y.o. son this week (domestic US) . Does he need any form of ID? This is remarkably hard to find an answer to.",request
"That awesome moment when you're having flight drama with  &amp;  hops in your DMs to bless u! #CustomerServiceWin",compliment
"Is it just me or has  become super friendly recently? Today Rosie at DFW gate D18 was extremely helpful &amp; accommodating.",compliment
"What's the difference between  and a handmedown dogs rectum? Seriously can't tell. Not a joke",complaint
"#Customer expectations are rapidly changing -- heard 5 yr old complain I can't believe there's no internet waiting to board ",compliment
"Nicole on flight 135 to Phoenix is so awesome! Best flight attendants ever. ",compliment
"The best airline!",compliment
"first i don't get my e+ because you changed equipment and then my screen doesn't work. Not a great flight",complaint
"can my hand Walker include as addition check in pls",request
"charged extra for a seat that doesn't recline. not lit.",complaint
"Just had to update my  account. Pretty silly security questions... what is your fave cold-weather activity? Sleeping not an option?",compliment
"40 min at desk because of flight cancellation. No solution offered. This is shameful",complaint
"4.5 hours late (at this point).  Thanks ",complaint
"Ok, so Southwest Airlines really is the best. Especially Sarah. She's awesome!",compliment
"Looking forward to our  flight home from  after great trip #holiday ",compliment
"Pretty cool of  to let us sit on the runway and not tell us whats going on for the last 45 minutes. Nice customer service.",complaint
"Looks like we are staying in Denver overnight. We literally started trying to get home on Wednesday... Thanks ",complaint
"my daughter is just shy of 4years old. She has own ticket but does Delta require her to use a car seat or booster as well? Tx",request
"flying to SFO from MSY through Houston, flight was just canceled is there another way to get me home tonight?? #help",request
"Gotta tell ya  it's stories like this that really discourages anyone from wanting to fly with your airline... ",compliment
"Russel was super nice at the check-in counter. An asset to",compliment
"I purchased a farelock and now I got an email saying that i purchased the tix and got a eticket #.....Why is that?? That's not true",request
"Update. I'm missing my entire seat. And the flight delay is caused by me, sorry guys.  #AA2305",complaint
"my flights yesterday were delayed and rescheduled 3 times yesterday and  rebooked for this AM. Why am I seeing new CC charges?!",request
"You're horrible,",complaint
"Free drinks on this st pattys day flight on  ! Thanks! #StPatricksDay",compliment
"can you please help me find another flight? 4395 is delayed until 5:35 mdw-bos thanks!!",request
"Awesome job!  Flight 5694 to ELP, scheduled at 851. Its now 953 and still in PHX sitting in the plane. #Pathetic",complaint
"On an  flight on the runway: our copilot is missing, didn't turn up to work, can't find him. Next level incompetence.",complaint
"382 out of SXM was cancelled til next day. Only hotel offered has Norovirus OUTBREAK, so booked my own. How do I get reimbursed",request
"stuck at B gate, PHX flight aa642. Don't leave w/o me!!!",compliment
"will never fly your airline again. Not that you care.",complaint
"This right here is why  is the best airlines. ",compliment
"it's my birthday, can you assist with my pending upgrades for my flights later today?",request
"is the most garbage airline. Literally a problem every step of the way, from checking in, to departing late. So #unAmerican",complaint
"Thank you  for the upgrade to ATL !!",compliment
"Is there a way to add my KTN to existing reservations without calling customer service?",request
"thanks to the crew of fl #1746 Phl to Mco.  Great job taking care of us in row 40.",compliment
"Been fortunate to never have a flight delay before, first trip using  and flying with a baby...both flights have had delays ðŸ˜‘.",complaint
"Thank you  for taking me to #SXSW, it was fun.  âœˆï¸âœ¨ ",compliment
"Only  would they make you feel they finally tried to compensate you for a lost night due to plane issues only to then cancel it later",complaint
"Stranded in Vegas, thanks  I fucking hate Vegas.",complaint
"LOVE LOVE LOVE your in person customer service. Adrienne Sims in Las Vegas made my extra seat booking go smooth and easy",compliment
"Thanks . for getting me home early to surprise my wife on her bday.Also, had to snag a stuffy for the pup. ",compliment
"worst experience out of all flight recommending all my colleagues not to use for business flights",complaint
"Welcome home to Houston. Thank you #SouthwestHeart !  ",compliment
"Hi  Why do you keep delaying flight 1344 to Austin?? We were supposed to leave an hour ago and now we leave in two hours?",complaint
"thanks so much for getting me on an earlier flight from KC  DFW",compliment
"customer service needs serious improvement",complaint
"Hey  I've been on hold for 2hours. Not cool. Little help?",request
"Sux... Thanks for the shitty service @ Elizabeth L.ðŸ˜¡",complaint
"Hi is there anyway I can call to do a status match?",request
"appreciation to Gary for being at #ACTEdallas",compliment
"How long does it take  to respond email requesting cancellation fee be waved for 76 year old mother who fell on way to airport?",request
"how far in advance and what day of the week will bring the best deal for domestic travel? #travel #flyAA #tips #gingerjams",request
"Bernadette at  customer service rewards support is a rockstar! Thank you thank you thank you!!",compliment
"Guess a big fat fragile sticker means jack shit to delta airlines. Thanks for ruining everything in my luggage.",complaint
"Have 4 seats booked on 1766 tomorrow.  Any chance you need us to fly on 1884 instead? Happy to change.",request
"Is it possible to pay a fee and have expired Mileage Plus miles unexpire? I seem to remember some other airline does that. Thanks!",request
"Hi can I take a skateboard on my flight? I took a deck last year no prob. But with wheels? Europe-US. Thanks.",request
"Can u help me if my   flight home for family of 4 from USA was delayed by 24hr at No notice? Thankyou",request
"- thank you to the crew of CX5153 on 3/20 for being by my parents side throughout, they just loved it ",compliment
"can you believe I just received an email that my flight is #delayed AGAIN!!! #UNHAPPYCUSTOMER",complaint
"S/O to  for the amazing inflight magazine #LivinLaVidaLoca ",compliment
"how do I change the name of a ticketed reservation? I donâ€™t see a button on â€¦.",request
"Would youÂ  pleaseÂ  help Tom &amp; his family fight a rareÂ  brain, eyr &amp; lymphÂ  node cancer.  eryphtxs. Thnx",request
"Landed at MSP. Thanks to  for the smooth ride \u2708\ufe0f",compliment
"Huge shoutout to  for changing my flight to a much earlier one and getting me through security &amp; boarded in 12 minutes!! \u2708\ufe0f",compliment
"I need help",request
"/ heh SWA when are u guys going to start taking reservations from the first of NOv to Jan 2017 for the holidays\u2026thx",request
"I DM'd you. My blood pressure is rising by the minute and I'm losing money by the second.",complaint
"Have a special assistance question, can you help?",request
